Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,Under 1 year,0,136,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,0-17 years,0,260,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,1-4 years,0,27,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,5-14 years,0,38,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,15-24 years,,298,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,18-29 years,,457,11,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,25-34 years,15,504,16,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,30-49 years,77,"1,609",83,25,,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,35-44 years,29,768,45,,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,45-54 years,104,"1,333",96,48,,156,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,50-64 years,319,"4,084",367,158,18,545,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,55-64 years,254,"3,306",299,124,15,444,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,65-74 years,431,"4,737",463,206,13,701,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,75-84 years,601,"4,941",609,295,,924,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Male,85 years and over,459,"3,611",462,226,,698,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,All Ages,"1,834","18,170","1,771",751,50,"2,900",
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,Under 1 year,0,101,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,0-17 years,0,165,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,1-4 years,0,23,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,5-14 years,0,27,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,15-24 years,,113,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,18-29 years,,191,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,25-34 years,10,227,15,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,30-49 years,62,"1,037",75,24,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,35-44 years,22,479,28,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,45-54 years,53,944,86,27,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,50-64 years,193,"2,672",254,99,12,359,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,55-64 years,173,"2,151",205,88,,298,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,65-74 years,334,"3,518",380,169,14,558,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,75-84 years,513,"4,603",504,218,,807,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Arkansas,Female,85 years and over,727,"5,984",544,237,13,"1,045",
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,All Sexes,All Ages,"27,622","315,502","33,784","15,695",813,"46,518",
1/21/2021,1/1/2020,1/16/2021,California,Male,All Ages,"15,954","168,808","19,185","9,273",416,"26,279",
1/21/2021,1/1/2020,1/16/2021,California,Male,Under 1 year,,907,16,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Male,0-17 years,,"1,752",34,,12,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Male,1-4 years,,186,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Male,5-14 years,,297,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Male,15-24 years,40,"2,870",55,19,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Male,18-29 years,99,"5,036",123,38,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Male,25-34 years,183,"5,453",199,78,16,320,
1/21/2021,1/1/2020,1/16/2021,California,Male,30-49 years,"1,174","14,570","1,128",643,46,"1,705",
1/21/2021,1/1/2020,1/16/2021,California,Male,35-44 years,505,"6,907",489,269,22,747,
1/21/2021,1/1/2020,1/16/2021,California,Male,45-54 years,"1,354","11,866","1,301",785,45,"1,915",
1/21/2021,1/1/2020,1/16/2021,California,Male,50-64 years,"3,614","32,713","3,778","2,146",115,"5,361",
1/21/2021,1/1/2020,1/16/2021,California,Male,55-64 years,"2,807","25,585","2,989","1,676",85,"4,205",
1/21/2021,1/1/2020,1/16/2021,California,Male,65-74 years,"3,855","35,307","4,525","2,296",87,"6,168",
1/21/2021,1/1/2020,1/16/2021,California,Male,75-84 years,"3,835","38,193","4,973","2,299",74,"6,583",
1/21/2021,1/1/2020,1/16/2021,California,Male,85 years and over,"3,371","41,237","4,624","1,850",74,"6,219",
1/21/2021,1/1/2020,1/16/2021,California,Female,All Ages,"11,668","146,689","14,599","6,422",397,"20,239",
1/21/2021,1/1/2020,1/16/2021,California,Female,Under 1 year,0,729,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Female,0-17 years,,"1,241",27,0,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Female,1-4 years,,129,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Female,5-14 years,0,228,14,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Female,15-24 years,33,928,32,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Female,18-29 years,61,"1,624",76,28,12,121,
1/21/2021,1/1/2020,1/16/2021,California,Female,25-34 years,103,"1,993",116,49,19,189,
1/21/2021,1/1/2020,1/16/2021,California,Female,30-49 years,502,"6,896",585,259,47,874,
1/21/2021,1/1/2020,1/16/2021,California,Female,35-44 years,227,"3,190",271,121,22,398,
1/21/2021,1/1/2020,1/16/2021,California,Female,45-54 years,518,"6,533",642,301,33,892,
1/21/2021,1/1/2020,1/16/2021,California,Female,50-64 years,"1,550","18,548","1,967",931,81,"2,667",
1/21/2021,1/1/2020,1/16/2021,California,Female,55-64 years,"1,235","14,579","1,569",738,63,"2,129",
1/21/2021,1/1/2020,1/16/2021,California,Female,65-74 years,"2,126","23,916","2,775","1,308",72,"3,664",
1/21/2021,1/1/2020,1/16/2021,California,Female,75-84 years,"2,987","34,233","3,761","1,720",90,"5,117",
1/21/2021,1/1/2020,1/16/2021,California,Female,85 years and over,"4,438","60,231","5,408","2,176",88,"7,758",
1/21/2021,1/1/2020,1/16/2021,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,California,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,65-74 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,75-84 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,California,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,All Sexes,All Ages,"4,708","47,856","4,401","2,324",139,"6,919",
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,All Ages,"2,585","25,489","2,501","1,396",70,"3,758",
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,Under 1 year,,161,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,0-17 years,,357,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,1-4 years,0,31,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,5-14 years,,61,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,15-24 years,,544,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,18-29 years,12,918,13,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,25-34 years,13,"1,014",26,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,30-49 years,104,"2,511",125,53,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,35-44 years,39,"1,227",57,21,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,45-54 years,139,"1,792",139,78,10,210,
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,50-64 years,372,"4,766",402,202,23,595,
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,55-64 years,293,"3,722",313,153,16,469,
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,65-74 years,573,"5,419",619,336,14,870,
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,75-84 years,777,"5,862",730,439,,"1,072",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Male,85 years and over,742,"5,656",610,360,15,"1,005",
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,All Ages,"2,123","22,366","1,900",928,69,"3,161",
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,Under 1 year,0,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,0-17 years,,243,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,1-4 years,0,11,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,5-14 years,0,32,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,15-24 years,,202,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,18-29 years,,315,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,25-34 years,,403,18,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,30-49 years,45,"1,264",80,22,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,35-44 years,21,591,35,10,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,45-54 years,52,"1,052",78,29,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,50-64 years,164,"2,839",237,98,21,324,
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,55-64 years,132,"2,216",190,81,15,256,
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,65-74 years,326,"3,747",337,164,12,509,
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,75-84 years,595,"5,264",541,275,,868,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Female,85 years and over,988,"8,694",692,368,20,"1,332",
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,1-4 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,5-14 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,15-24 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,18-29 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,25-34 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,30-49 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,35-44 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,45-54 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,50-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,55-64 years,0,0,0,0,0,0,
1/21/2021,1/1/2020,1/16/2021,Colorado,Unknown,65-74 years,0,0,0,0,0,0,
